CÓDIGO,CST 00,CST 10,CST 20,CST 30,CST 40,CST 41,CST 50,CST 51,CST 60,CST 70,CST 90,DATA INÍCIO,DATA FIM,DESCRIÇÃO,OBSERVAÇÃO,col_16
,SIM,SIM,,SIM,,SIM,SIM,,SIM,,SIM,,,SEM PREENCHIMENTO DO cBenef,,
SEM cBenef,,,,,,,,,,,,,,ITEM SEM cBenef E UF EXIGE cBenef PARA O CST,Informar apenas com letras maiúsculas.,
RJ805279,,,,,,,,,,,,2019-04-01 00:00:00,2019-04-30 00:00:00,RJ805279|Decreto 41.596 de 2008 - Crédito Presumido|01042019|30042019,,
RJ805280,,,,,,,,,,,,2019-04-01 00:00:00,,RJ805280|Decreto 41.681 de 2009 - Crédito Presumido|01042019|,,
RJ818280,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818280|Decreto 41.681 de 2009 - Diferimento|01042019|,,
RJ821281,,,,,,,,,,,SIM,2019-04-01 00:00:00,,RJ821281|Decreto 41.766 de 2009 - Transferência de saldo credor acumulado|01042019|,,
RJ818282,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818282|Decreto 41.858 de 2009 - Diferimento|01042019|,,
RJ805283,,,,,,,,,,,,2019-04-01 00:00:00,2019-04-01 00:00:00,RJ805283|Decreto 41.860 de 2009 - Crédito Presumido|01042019|01042019,,
RJ802283,,,SIM,,,,,,,SIM,,2019-04-01 00:00:00,2019-04-01 00:00:00,RJ802283|Decreto 41.860 de 2009 - Redução de Base de Cálculo|01042019|01042019,,
RJ801284,,,,SIM,SIM,,,,,,,2019-04-01 00:00:00,,RJ801284|Decreto 42.042 de 2009 - Isenção|01042019|,,
RJ801285,,,,SIM,SIM,,,,,,,2019-04-01 00:00:00,2019-04-01 00:00:00,RJ801285|Decreto 42.109 de 2009 - Isenção|01042019|01042019,,
RJ818286,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818286|Decreto 42.139 de 2009 - Diferimento|01042019|,,
RJ823287,,,,,,,,,,,,2019-04-01 00:00:00,,RJ823287|Decreto 42.398 de 2010 - Suspensão|01042019|,,
RJ818288,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818288|Decreto 42.565 de 2010 - Diferimento|01042019|,,
RJ805289,,,,,,,,,,,,2019-04-01 00:00:00,,RJ805289|Decreto 42.569 de 2010 - Crédito Presumido|01042019|,,
RJ818289,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818289|Decreto 42.569 de 2010 - Diferimento|01042019|,,
RJ805290,,,,,,,,,,,,2019-04-01 00:00:00,,RJ805290|Decreto 42.588 de 2010 - Crédito Presumido|01042019|,,
RJ818290,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818290|Decreto 42.588 de 2010 - Diferimento|01042019|,,
RJ805291,,,,,,,,,,,,2019-04-01 00:00:00,2019-04-01 00:00:00,RJ805291|Decreto 42.643 de 2010 - Crédito Presumido|01042019|01042019,,
RJ818292,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818292|Decreto 42.647 de 2010 - Diferimento|01042019|,,
RJ805293,,,,,,,,,,,,2019-04-01 00:00:00,,RJ805293|Decreto 42.649 de 2010 - Crédito Presumido|01042019|,,
RJ818293,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818293|Decreto 42.649 de 2010 - Diferimento|01042019|,,
RJ818294,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818294|Decreto 42.683 de 2010 - Diferimento|01042019|,,
RJ805295,,,,,,,,,,,,2019-04-01 00:00:00,,RJ805295|Decreto 42.771 de 2010 - Crédito Presumido|01042019|,,
RJ802296,,,SIM,,,,,,,SIM,,2019-04-01 00:00:00,,RJ802296|Decreto 42.897 de 2011 - Redução de Base de Cálculo|01042019|,,
RJ820297,,,SIM,,,,,,,SIM,,2019-04-01 00:00:00,2019-04-01 00:00:00,RJ820297|Decreto 43.066 de 2011 - Redução de alíquota|01042019|01042019,,
RJ818298,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818298|Decreto 43.128 de 2011 - Diferimento|01042019|,,
RJ801298,,,,SIM,SIM,,,,,,,2019-04-01 00:00:00,,RJ801298|Decreto 43.128 de 2011 - Isenção|01042019|,,
RJ818299,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818299|Decreto 43.209 de 2011 - Diferimento|01042019|,,
RJ818300,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818300|Decreto 43.210 de 2011 - Diferimento|01042019|,,
RJ818301,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818301|Decreto 43.457 de 2012 - Diferimento|01042019|,,
RJ805301,,,,,,,,,,,,2019-04-01 00:00:00,,RJ805301|Decreto 43.457 de 2012 - Crédito Presumido|01042019|,,
RJ802302,,,SIM,,,,,,,SIM,,2019-04-01 00:00:00,,RJ802302|Decreto 43.502 de 2012 - Redução de Base de Cálculo|01042019|,,
RJ805303,,,,,,,,,,,,2019-04-01 00:00:00,,RJ805303|Decreto 43.503 de 2012 - Crédito Presumido|01042019|,,
RJ818303,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818303|Decreto 43.503 de 2012 - Diferimento|01042019|,,
RJ821304,,,,,,,,,,,SIM,2019-04-01 00:00:00,,RJ821304|Decreto 43.603 de 2012 - Repasse do Crédito Fiscal|01042019|,,
RJ818304,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818304|Decreto 43.603 de 2012 - Diferimento|01042019|,,
RJ805304,,,,,,,,,,,,2019-04-01 00:00:00,,RJ805304|Decreto 43.603 de 2012 - Crédito Presumido|01042019|,,
RJ818305,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818305|Decreto 43.709 de 2012 - Diferimento|01042019|,,
RJ805305,,,,,,,,,,,,2019-04-01 00:00:00,,RJ805305|Decreto 43.709 de 2012 - Crédito Presumido|01042019|,,
RJ818306,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818306|Decreto 43.739 de 2012 - Diferimento|01042019|,,
RJ822306,,,,,,,,,,,,2019-04-01 00:00:00,,RJ822306|Decreto 43.739 de 2012 - Tributação sobre saída|01042019|,,
RJ818307,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818307|Decreto 43.751 de 2012 - Diferimento|01042019|,,
RJ818308,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818308|Decreto 43.771 de 2012 - Diferimento|01042019|,,
RJ802308,,,SIM,,,,,,,SIM,,2019-04-01 00:00:00,,RJ802308|Decreto 43.771 de 2012 - Redução de Base de Cálculo|01042019|,,
RJ805308,,,,,,,,,,,,2019-04-01 00:00:00,,RJ805308|Decreto 43.771 de 2012 - Crédito Presumido|01042019|,,
RJ818309,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818309|Decreto 43.879 de 2012 - Diferimento|01042019|,,
RJ802310,,,SIM,,,,,,,SIM,,2019-04-01 00:00:00,,RJ802310|Decreto 43.922 de 2012 - Redução de Base de Cálculo|01042019|,,
RJ802311,,,SIM,,,,,,,SIM,,2019-04-01 00:00:00,,RJ802311|Decreto 44.418 de 2013 - Redução de Base de Cálculo|01042019|,,
RJ818311,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818311|Decreto 44.418 de 2013 - Diferimento|01042019|,,
RJ805311,,,,,,,,,,,,2019-04-01 00:00:00,,RJ805311|Decreto 44.418 de 2013 - Crédito Presumido|01042019|,,
RJ802312,,,SIM,,,,,,,SIM,,2019-04-01 00:00:00,,RJ802312|Decreto 44.498 de 2013 - Redução de Base de Cálculo|01042019|,,
RJ818312,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818312|Decreto 44.498 de 2013 - Diferimento|01042019|,,
RJ802313,,,SIM,,,,,,,SIM,,2019-04-01 00:00:00,,RJ802313|Decreto 44.550 de 2014 - Redução de Base de Cálculo|01042019|,,
RJ818314,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818314|Decreto 44.607 de 2014 - Diferimento|01042019|,,
RJ805314,,,,,,,,,,,,2019-04-01 00:00:00,,RJ805314|Decreto 44.607 de 2014 - Crédito Presumido|01042019|,,
RJ803315,,,,,,,,,,,,2019-04-01 00:00:00,2019-04-01 00:00:00,RJ803315|Decreto 44.608 de 2014 - Inexigibilidade de estorno de crédito|01042019|01042019,,
RJ802316,,,SIM,,,,,,,SIM,,2019-04-01 00:00:00,,RJ802316|Decreto 44.615 de 2014 - Redução de Base de Cálculo|01042019|,,
RJ805316,,,,,,,,,,,,2019-04-01 00:00:00,,RJ805316|Decreto 44.615 de 2014 - Crédito Presumido|01042019|,,
RJ818316,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818316|Decreto 44.615 de 2014 - Diferimento|01042019|,,
RJ818317,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818317|Decreto 44.629 de 2014 - Diferimento|01042019|,,
RJ802317,,,SIM,,,,,,,SIM,,2019-04-01 00:00:00,,RJ802317|Decreto 44.629 de 2014 - Redução de Base de Cálculo|01042019|,,
RJ818318,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818318|Decreto 44.636 de 2014 - Diferimento|01042019|,,
RJ805318,,,,,,,,,,,,2019-04-01 00:00:00,,RJ805318|Decreto 44.636 de 2014 - Crédito Presumido|01042019|,,
RJ802319,,,SIM,,,,,,,SIM,,2019-04-01 00:00:00,,RJ802319|Decreto 44.677 de 2014 - Redução de Base de Cálculo|01042019|,,
RJ818320,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818320|Decreto 44.868 de 2014 - Diferimento|01042019|,,
RJ822320,,,,,,,,,,,,2019-04-01 00:00:00,,RJ822320|Decreto 44.868 de 2014 - Tributação sobre saída|01042019|,,
RJ818321,,,,,,,,SIM,,,,2019-04-01 00:00:00,2019-04-01 00:00:00,RJ818321|Decreto 44.900 de 2014 - Diferimento|01042019|01042019,,
RJ818322,,,,,,,,SIM,,,,2019-04-01 00:00:00,2019-04-01 00:00:00,RJ818322|Decreto 44.901 de 2014 - Diferimento|01042019|01042019,,
RJ802323,,,SIM,,,,,,,SIM,,2019-04-01 00:00:00,,RJ802323|Decreto 44.945 de 2014 - Redução de Base de Cálculo|01042019|,,
RJ805323,,,,,,,,,,,,2019-04-01 00:00:00,,RJ805323|Decreto 44.945 de 2014 - Crédito Presumido|01042019|,,
RJ802324,,,SIM,,,,,,,SIM,,2019-04-01 00:00:00,,RJ802324|Decreto 45.047 de 2014 - Redução de Base de Cálculo|01042019|,,
RJ818324,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818324|Decreto 45.047 de 2014 - Diferimento|01042019|,,
RJ818325,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818325|Decreto 45.072 de 2014 - Diferimento|01042019|,,
RJ818326,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818326|Decreto 45.308 de 2015 - Diferimento|01042019|,,
RJ801326,,,,SIM,SIM,,,,,,,2019-04-01 00:00:00,,RJ801326|Decreto 45.308 de 2015 - Isenção|01042019|,,
RJ818327,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818327|Decreto 45.339 de 2015 - Diferimento|01042019|,,
RJ802328,,,SIM,,,,,,,SIM,,2019-04-01 00:00:00,,RJ802328|Decreto 45.417 de 2015 - Redução de Base de Cálculo|01042019|,,
RJ805328,,,,,,,,,,,,2019-04-01 00:00:00,,RJ805328|Decreto 45.417 de 2015 - Crédito Presumido|01042019|,,
RJ818328,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818328|Decreto 45.417 de 2015 - Diferimento|01042019|,,
RJ818329,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818329|Decreto 45.446 de 2015 - Diferimento|01042019|,,
RJ805330,,,,,,,,,,,,2019-04-01 00:00:00,,RJ805330|Decreto 45.450 de 2015 - Crédito Presumido|01042019|,,
RJ818331,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818331|Decreto 45.586 de 2016 - Diferimento|01042019|,,
RJ802332,,,SIM,,,,,,,SIM,,2019-04-01 00:00:00,,RJ802332|Decreto 45.607 de 2016 - Redução de Base de Cálculo|01042019|,,
RJ805333,,,,,,,,,,,,2019-04-01 00:00:00,,RJ805333|Decreto 45.631 de 2016 - Crédito Presumido|01042019|,,
RJ818333,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818333|Decreto 45.631 de 2016 - Diferimento|01042019|,,
RJ805334,,,,,,,,,,,,2019-04-01 00:00:00,,RJ805334|Decreto 45.777 de 2016 - Crédito Presumido|01042019|,,
RJ803334,,,,,,,,,,,,2019-04-01 00:00:00,,RJ803334|Decreto 45.777 de 2016 - Inexigibilidade de estorno de crédito|01042019|,,
RJ818335,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818335|Decreto 45.780 de 2016 - Diferimento|01042019|,,
RJ805335,,,,,,,,,,,,2019-04-01 00:00:00,,RJ805335|Decreto 45.780 de 2016 - Crédito Presumido|01042019|,,
RJ818336,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818336|Decreto 45.781 de 2016 - Diferimento|01042019|,,
RJ822337,,,,,,,,,,,,2019-04-01 00:00:00,,RJ822337|Decreto 45782 de 2016 - Tributação sobre saída|01042019|,,
RJ818337,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818337|Decreto 45782 de 2016 - Diferimento|01042019|,,
RJ801337,,,,SIM,SIM,,,,,,,2019-04-01 00:00:00,,RJ801337|Decreto 45782 de 2016 - Isenção|01042019|,,
RJ823338,,,,,,,,,,,,2019-04-01 00:00:00,2019-04-01 00:00:00,"RJ823338|Decreto 27.427/00, Livro I, Título IX, Art. 52, I de 2000 - Suspensão|01042019|01042019",,
RJ823339,,,,,,,,,,,,2019-04-01 00:00:00,2019-04-01 00:00:00,"RJ823339|Decreto 27.427/00, Livro I, Título IX, Art. 52, inc. II de 2000 - Suspensão|01042019|",,
RJ818340,,,,,,,,SIM,,,,2019-04-01 00:00:00,,"RJ818340|Decreto 27.427/00, Livro IV, Título VIII de 2000 - Diferimento|01042019|",,
RJ822341,,,,,,,,,,,,2019-04-01 00:00:00,,"RJ822341|Decreto 27.427/00, Livro V, Título VA de 2000 - Tributação sobre Receita|01042019|",,
RJ818342,,,,,,,,SIM,,,,2019-04-01 00:00:00,,"RJ818342|Decreto 27.427/00, Livro XII, Título I de 2000 - Diferimento|01042019|",,
RJ802343,,,SIM,,,,,,,SIM,,2019-04-01 00:00:00,,"RJ802343|Decreto 27.427/00, Livro XIII, Título I, Capítulo I de 2000 - Redução de Base de Cálculo|01042019|",,
RJ805344,,,,,,,,,,,,2019-04-01 00:00:00,,"RJ805344|Decreto 27.427/00, Livro XIII, Título II, Art. 14 de 2000 - Crédito Presumido|01042019|",,
RJ802344,,,SIM,,,,,,,SIM,,2019-04-01 00:00:00,,"RJ802344|Decreto 27.427/00, Livro XIII, Título II, Art. 14 de 2000 - Redução de Base de Cálculo|01042019|",,
RJ818345,,,,,,,,SIM,,,,2019-04-01 00:00:00,,"RJ818345|Decreto 27.427/00, Livro XV, Título I, Capítulo I de 2000 - Diferimento|01042019|",,
RJ818346,,,,,,,,SIM,,,,2019-04-01 00:00:00,,"RJ818346|Decreto 27.427/00, Livro XV, Título I, Capítulo II de 2000 - Diferimento|01042019|",,
RJ801347,,,,SIM,SIM,,,,,,,2019-04-01 00:00:00,2019-04-01 00:00:00,"RJ801347|Decreto 27.427/00, Livro XV, Título III de 2000 - Isenção|01042019|",,
RJ818347,,,,,,,,SIM,,,,2019-04-01 00:00:00,,"RJ818347|Decreto 27.427/00, Livro XV, Título III de 2000 - Diferimento|01042019|",,
RJ821348,,,,,,,,,,,SIM,2019-04-01 00:00:00,,"RJ821348|Decreto 27.427/00, Livro XV, Título IV, Art. 31 de 2000 - Repasse do Crédito Fiscal|01042019|",,
RJ823348,,,,,,,,,,,,2019-04-01 00:00:00,2019-04-01 00:00:00,"RJ823348|Decreto 27.427/00, Livro XV, Título IV, Art. 31 de 2000 - Suspensão|01042019|",,
RJ818348,,,,,,,,SIM,,,,2019-04-01 00:00:00,,"RJ818348|Decreto 27.427/00, Livro XV, Título IV, Art. 31 de 2000 - Diferimento|01042019|",,
RJ822349,,,,,,,,,,,,2019-04-01 00:00:00,,RJ822349|Lei 2.804 de 1997 - Tributação sobre saída|01042019|,,
RJ822350,,,,,,,,,,,,2019-04-01 00:00:00,,RJ822350|Lei 2.869 de 1997 - Tributação sobre saída|01042019|,,
RJ818351,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818351|Lei 3.578 de 2001 - Diferimento|01042019|,,
RJ820352,,,SIM,,,,,,,SIM,,2019-04-01 00:00:00,,RJ820352|Lei 3.916 de 2002 - Redução de alíquota|01042019|,,
RJ818353,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818353|Lei 4.164 de 2003 - Diferimento|01042019|,,
RJ801354,,,,SIM,SIM,,,,,,,2019-04-01 00:00:00,,RJ801354|Lei 4.166 de 2003 - Isenção|01042019|,,
RJ820355,,,SIM,,,,,,,SIM,,2019-04-01 00:00:00,,RJ820355|Lei 4.169 de 2003 - Redução de alíquota|01042019|,,
RJ818355,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818355|Lei 4.169 de 2003 - Diferimento|01042019|,,
RJ805355,,,,,,,,,,,,2019-04-01 00:00:00,,RJ805355|Lei 4.169 de 2003 - Crédito Presumido|01042019|,,
RJ808355,,,,,,,,,,,,2019-04-01 00:00:00,,RJ808355|Lei 4.169 de 2003 - Ampliação de prazo de pagamento|01042019|,,
RJ818356,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818356|Lei 4.170 de 2003 - Diferimento|01042019|,,
RJ818357,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818357|Lei 4.173 de 2003 - Diferimento|01042019|,,
RJ805357,,,,,,,,,,,,2019-04-01 00:00:00,,RJ805357|Lei 4.173 de 2003 - Crédito Presumido|01042019|,,
RJ802358,,,SIM,,,,,,,SIM,,2019-04-01 00:00:00,,RJ802358|Lei 4.174 de 2003 - Redução de Base de Cálculo|01042019|,,
RJ818358,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818358|Lei 4.174 de 2003 - Diferimento|01042019|,,
RJ805358,,,,,,,,,,,,2019-04-01 00:00:00,,RJ805358|Lei 4.174 de 2003 - Crédito Presumido|01042019|,,
RJ818359,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818359|Lei 4.177 de 2003 - Diferimento|01042019|,,
RJ801359,,,,SIM,SIM,,,,,,,2019-04-01 00:00:00,,RJ801359|Lei 4.177 de 2003 - Isenção|01042019|,,
RJ802359,,,SIM,,,,,,,SIM,,2019-04-01 00:00:00,,RJ802359|Lei 4.177 de 2003 - Redução de Base de Cálculo|01042019|,,
RJ805359,,,,,,,,,,,,2019-04-01 00:00:00,,RJ805359|Lei 4.177 de 2003 - Crédito Presumido|01042019|,,
RJ822359,,,,,,,,,,,,2019-04-01 00:00:00,,RJ822359|Lei 4.177 de 2003 - Tributação sobre Receita|01042019|,,
RJ802360,,,SIM,,,,,,,SIM,,2019-04-01 00:00:00,,RJ802360|Lei 4.178 de 2003 - Redução de Base de Cálculo|01042019|,,
RJ818360,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818360|Lei 4.178 de 2003 - Diferimento|01042019|,,
RJ805360,,,,,,,,,,,,2019-04-01 00:00:00,,RJ805360|Lei 4.178 de 2003 - Crédito Presumido|01042019|,,
RJ805361,,,,,,,,,,,,2019-04-01 00:00:00,,RJ805361|Lei 4.183 de 2003 - Crédito Presumido|01042019|,,
RJ818362,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818362|Lei 4.184 de 2003 - Diferimento|01042019|,,
RJ818363,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818363|Lei 4.189 de 2003 - Diferimento|01042019|,,
RJ805363,,,,,,,,,,,,2019-04-01 00:00:00,,RJ805363|Lei 4.189 de 2003 - Crédito Presumido|01042019|,,
RJ802364,,,SIM,,,,,,,SIM,,2019-04-01 00:00:00,,RJ802364|Lei 4.344 de 2004 - Redução de Base de Cálculo|01042019|,,
RJ801365,,,,SIM,SIM,,,,,,,2019-04-01 00:00:00,,RJ801365|Lei 4.485 de 2004 - Isenção|01042019|,,
RJ818366,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818366|Lei 4.529 de 2005 - Diferimento|01042019|,,
RJ803366,,,,,,,,,,,,2019-04-01 00:00:00,,RJ803366|Lei 4.529 de 2005 - Inexigibilidade de estorno de crédito|01042019|,,
RJ801366,,,,SIM,SIM,,,,,,,2019-04-01 00:00:00,,RJ801366|Lei 4.529 de 2005 - Isenção|01042019|,,
RJ820366,,,SIM,,,,,,,SIM,,2019-04-01 00:00:00,,RJ820366|Lei 4.529 de 2005 - Redução de alíquota|01042019|,,
RJ802366,,,SIM,,,,,,,SIM,,2019-04-01 00:00:00,,RJ802366|Lei 4.529 de 2005 - Redução de Base de Cálculo|01042019|,,
RJ821366,,,,,,,,,,,SIM,2019-04-01 00:00:00,,RJ821366|Lei 4.529 de 2005 - Transferência de saldo credor acumulado|01042019|,,
RJ818367,,,,,,,,SIM,,,,2019-04-01 00:00:00,2019-04-30 00:00:00,RJ818367|Lei 4.531 de 2005 - Diferimento|01042019|30042019,,
RJ822367,,,,,,,,,,,,2019-04-01 00:00:00,2019-04-30 00:00:00,RJ822367|Lei 4.531 de 2005 - Tributação sobre saída|01042019|30042019,,
RJ818368,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818368|Lei 5.592 de 2009 - Diferimento|01042019|,,
RJ821368,,,,,,,,,,,SIM,2019-04-01 00:00:00,,RJ821368|Lei 5.592 de 2009 - Transferência de saldo credor acumulado|01042019|,,
RJ821369,,,,,,,,,,,SIM,2019-04-01 00:00:00,,RJ821369|Lei 6.078 de 2011 - Transferência de saldo credor acumulado|01042019|,,
RJ818369,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818369|Lei 6.078 de 2011 - Diferimento|01042019|,,
RJ818370,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818370|Lei 6.108 de 2011 - Diferimento|01042019|,,
RJ821370,,,,,,,,,,,SIM,2019-04-01 00:00:00,,RJ821370|Lei 6.108 de 2011 - Transferência de saldo credor acumulado|01042019|,,
RJ803371,,,,,,,,,,,,2019-04-01 00:00:00,,RJ803371|Lei 6.331 de 2012 - Inexigibilidade de estorno de crédito|01042019|,,
RJ822371,,,,,,,,,,,,2019-04-01 00:00:00,,RJ822371|Lei 6.331 de 2012 - Tributação sobre saída|01042019|,,
RJ818371,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818371|Lei 6.331 de 2012 - Diferimento|01042019|,,
RJ802372,,,SIM,,,,,,,SIM,,2019-04-01 00:00:00,,RJ802372|Lei 6.648 de 2013 - Redução de Base de Cálculo|01042019|,,
RJ818373,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818373|Lei 6.662 de 2014 - Diferimento|01042019|,,
RJ821373,,,,,,,,,,,SIM,2019-04-01 00:00:00,,RJ821373|Lei 6.662 de 2014 - Transferência de saldo credor acumulado|01042019|,,
RJ802374,,,SIM,,,,,,,SIM,,2019-04-01 00:00:00,,RJ802374|Lei 6.821 de 2014 - Redução de Base de Cálculo|01042019|,,
RJ803375,,,,,,,,,,,,2019-04-01 00:00:00,,RJ803375|Lei 6.868 de 2014 - Inexigibilidade de estorno de crédito|01042019|,,
RJ818375,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818375|Lei 6.868 de 2014 - Diferimento|01042019|,,
RJ822375,,,,,,,,,,,,2019-04-01 00:00:00,,RJ822375|Lei 6.868 de 2014 - Tributação sobre Faturamento|01042019|,,
RJ821376,,,,,,,,,,,SIM,2019-04-01 00:00:00,,RJ821376|Lei 6.953 de 2015 - Transferência de saldo credor acumulado|01042019|,,
RJ818376,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818376|Lei 6.953 de 2015 - Diferimento|01042019|,,
RJ822377,,,,,,,,,,,,2019-04-01 00:00:00,,RJ822377|Lei 6.979 de 2015 - Tributação sobre saída|01042019|,,
RJ818377,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818377|Lei 6.979 de 2015 - Diferimento|01042019|,,
RJ823377,,,,,,,,,,,,2019-04-01 00:00:00,,RJ823377|Lei 6.979 de 2015 - Suspensão|01042019|,,
RJ801377,,,,SIM,SIM,,,,,,,2019-04-01 00:00:00,,RJ801377|Lei 6.979 de 2015 - Isenção|01042019|,,
RJ801378,,,,SIM,SIM,,,,,,,2019-04-01 00:00:00,,RJ801378|Lei 7.122 de 2015 - Isenção|01042019|,,
RJ820379,,,SIM,,,,,,,SIM,,2019-04-01 00:00:00,,"RJ820379|Lei 2.657/1996, art.14, inciso IX de 1996 - Redução de alíquota|01042019|",,
RJ803379,,,,,,,,,,,,2019-04-01 00:00:00,2019-04-01 00:00:00,"RJ803379|Lei 2.657/1996, art.14, inciso IX de 1996 - Inexigibilidade de estorno de crédito|01042019|01042019",,
RJ820380,,,SIM,,,,,,,SIM,,2019-04-01 00:00:00,,"RJ820380|Lei 2.657/1996, art.14, inciso VI, alínea d de 1996 - Redução de alíquota|01042019|",,
RJ820381,,,SIM,,,,,,,SIM,,2019-04-01 00:00:00,,"RJ820381|Lei 2.657/1996, art.14, inciso XIII, alínea b de 1996 - Redução de alíquota|01042019|",,
RJ803382,,,,,,,,,,,,2019-04-01 00:00:00,2019-04-01 00:00:00,"RJ803382|Lei 2.657/1996, art.14, inciso XVI de 1996 - Inexigibilidade de estorno de crédito|01042019|01042019",,
RJ820382,,,SIM,,,,,,,SIM,,2019-04-01 00:00:00,,"RJ820382|Lei 2.657/1996, art.14, inciso XVI de 1996 - Redução de alíquota|01042019|",,
RJ820383,,,SIM,,,,,,,SIM,,2019-04-01 00:00:00,,"RJ820383|Lei 2.657/1996, art.14, inciso XXV de 1996 - Redução de alíquota|01042019|",,
RJ802384,,,SIM,,,,,,,SIM,,2019-04-01 00:00:00,,"RJ802384|Lei 2.657/96, Art. 4º de 1996 - Redução de Base de Cálculo|01042019|",,
RJ823385,,,,,,,,,,,,2019-04-01 00:00:00,,RJ823385|Protocolo ICMS 22 de 1999 - Suspensão|01042019|,,
RJ818386,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818386|Resolução SEEF 2.286 de 1993 - Diferimento|01042019|,,
RJ818387,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818387|Resolução SEEF 2.397 de 1994 - Diferimento|01042019|,,
RJ823388,,,,,,,,,,,,2019-04-01 00:00:00,,RJ823388|Resolução SEF 1.606 de 1989 - Suspensão|01042019|,,
RJ818389,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818389|Resolução SEF 1.607 de 1989 - Diferimento|01042019|,,
RJ818390,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818390|Resolução SEF 1.610 de 1989 - Diferimento|01042019|,,
RJ818391,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818391|Resolução SEF 1.649 de 1989 - Diferimento|01042019|,,
RJ818392,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818392|Resolução SEF 6.484 de 2002 - Diferimento|01042019|,,
RJ818393,,,,,,,,SIM,,,,2019-04-01 00:00:00,2019-11-30 00:00:00,RJ818393|Resolução SEFAZ 726 de 2014 - Diferimento|01042019|,,
RJ818394,,,,,,,,SIM,,,,2019-04-01 00:00:00,,RJ818394|Resolução SER 84 de 2004 - Diferimento|01042019|,,
