CÓDIGO,CST 00,CST 10,CST 20,CST 30,CST 40,CST 41,CST 50,CST 51,CST 60,CST 70,CST 90,DT INÍCIO,DT FINAL,DESCRIÇÃO,OBSERVAÇÃO,col_16
PR810175,,,,SIM,SIM,,,,,,,1082018,,Isenção prevista no item 175 do Anexo V do RICMS/2017,Isenção,
PR810176,,,,,SIM,,,,,,,1122018,,Isenção prevista no item 58-A do Anexo V do RICMS/2017,Isenção,
PR810177,,,,,SIM,,,,,,,1092018,,Isenção prevista no item 104-A do Anexo V do RICMS/2017 e no art. 1º da Lei nº 19.595/2018,Isenção,
PR810178,,,,,SIM,,,,,,,1122018,,Isenção prevista no item 108-A do Anexo V do RICMS/2017,Isenção,
PR810179,,,,,SIM,,,,,,,1122018,,Isenção prevista no item 125-A do Anexo V do RICMS/2017,Isenção,
PR810180,,,,,SIM,,,,,,,2022018,,Isenção prevista no item 143-A do Anexo V do RICMS/2017,Isenção,
PR810181,,,,,SIM,,,,,,,2022018,,Isenção prevista no item 143-B do Anexo V do RICMS/2017,Isenção,
PR810182,,,,,SIM,,,,,,,2022018,,Isenção prevista no item 143-C do Anexo V do RICMS/2017,Isenção,
PR810183,,,,,SIM,,,,,,,1092018,,Isenção prevista no item 144-A do Anexo V do RICMS/2017,Isenção,
PR810184,,,,SIM,SIM,,,,,,,1122019,,Isenção prevista no §3º do art. 549 do RICMS/2017,Isenção,
PR819998,,,,SIM,SIM,,,,,,,9092019,,Isenção sem código específico,Isenção,
PR819999,,,,,SIM,,,,,,,1082018,,Isenção prevista em regime especial e/ou programa de incentivo,Redução de base de cálculo,
PR820000,,,SIM,,,,,,,SIM,,1082018,,Redução de base de cálculo do imposto reconhecida judicialmente,Redução de base de cálculo,
PR820001,,,SIM,,,,,,,,,1082018,,Redução de base de cálculo prevista no item 1 do Anexo VI do RICMS/2017,Redução de base de cálculo,
PR820002,,,SIM,,,,,,,,,1082018,,Redução de base de cálculo prevista no item 2 do Anexo VI do RICMS/2017,Redução de base de cálculo,
PR820003,,,SIM,,,,,,,SIM,,1082018,,Redução de base de cálculo prevista no item 3 do Anexo VI do RICMS/2017,Redução de base de cálculo,
PR820004,,,SIM,,,,,,,,,1082018,,Redução de base de cálculo prevista no item 4 do Anexo VI do RICMS/2017,Redução de base de cálculo,
PR820005,,,SIM,,,,,,,SIM,,1082018,,Redução de base de cálculo prevista no item 5 do Anexo VI do RICMS/2017,Redução de base de cálculo,
PR820006,,,SIM,,,,,,,SIM,,1082018,,Redução de base de cálculo prevista no item 6 do Anexo VI do RICMS/2017,Redução de base de cálculo,
PR820007,,,SIM,,,,,,,SIM,,1082018,,Redução de base de cálculo prevista no item 7 do Anexo VI do RICMS/2017 e no art. 1º da Lei nº 15.182/2006,Redução de base de cálculo,
PR820008,,,SIM,,,,,,,,,1082018,,Redução de base de cálculo prevista no item 8 do Anexo VI do RICMS/2017,Redução de base de cálculo,
PR820009,,,SIM,,,,,,,SIM,,1082018,,Redução de base de cálculo prevista no item 9 do Anexo VI do RICMS/2017,Redução de base de cálculo,
PR820010,,,SIM,,,,,,,SIM,,1082018,,Redução de base de cálculo prevista no item 10 do Anexo VI do RICMS/2017,Redução de base de cálculo,
PR820011,,,SIM,,,,,,,SIM,,1082018,,Redução de base de cálculo prevista no item 11 do Anexo VI do RICMS/2017,Redução de base de cálculo,
PR820012,,,SIM,,,,,,,,,1082018,,Redução de base de cálculo prevista no item 12 do Anexo VI do RICMS/2017,Redução de base de cálculo,
PR820013,,,SIM,,,,,,,SIM,,1082018,,Redução de base de cálculo prevista no item 13 do Anexo VI do RICMS/2017,Redução de base de cálculo,
PR820014,,,SIM,,,,,,,SIM,,1082018,,Redução de base de cálculo prevista no item 14 do Anexo VI do RICMS/2017,Redução de base de cálculo,
PR820015,,,SIM,,,,,,,,,1082018,,Redução de base de cálculo prevista no item 15 do Anexo VI do RICMS/2017,Redução de base de cálculo,
PR820016,,,SIM,,,,,,,,,1082018,,Redução de base de cálculo prevista no item 16 do Anexo VI do RICMS/2017,Redução de base de cálculo,
PR820017,,,SIM,,,,,,,SIM,,1082018,,Redução de base de cálculo prevista no item 17 do Anexo VI do RICMS/2017,Redução de base de cálculo,
PR820018,,,SIM,,,,,,,SIM,,1082018,,Redução de base de cálculo prevista no item 18 do Anexo VI do RICMS/2017 e no inciso V do art. 5º da Lei nº 13.212/2001,Redução de base de cálculo,
PR820019,,,SIM,,,,,,,SIM,,1082018,,Redução de base de cálculo prevista no item 19 do Anexo VI do RICMS/2017,Redução de base de cálculo,
PR820020,,,SIM,,,,,,,SIM,,1082018,,Redução de base de cálculo prevista no item 20 do Anexo VI do RICMS/2017,Redução de base de cálculo,
PR820021,,,SIM,,,,,,,SIM,,1082018,,Redução de base de cálculo prevista no item 21 do Anexo VI do RICMS/2017,Redução de base de cálculo,
PR820022,,,SIM,,,,,,,SIM,,1082018,,Redução de base de cálculo prevista no item 22 do Anexo VI do RICMS/2017,Redução de base de cálculo,
PR820023,,,SIM,,,,,,,,,1082018,,Redução de base de cálculo prevista no item 23 do Anexo VI do RICMS/2017,Redução de base de cálculo,
PR820024,,,SIM,,,,,,,SIM,,1082018,,Redução de base de cálculo prevista no item 24 do Anexo VI do RICMS/2017,Redução de base de cálculo,
PR820025,,,SIM,,,,,,,,,1082018,,Redução de base de cálculo prevista no item 25 do Anexo VI do RICMS/2017,Redução de base de cálculo,
PR820026,,,SIM,,,,,,,SIM,,1082018,,Redução de base de cálculo prevista no item 26 do Anexo VI do RICMS/2017,Redução de base de cálculo,
PR820027,,,SIM,,,,,,,SIM,,1082018,,Redução de base de cálculo prevista no item 27 do Anexo VI do RICMS/2017,Redução de base de cálculo,
PR820028,,,SIM,,,,,,,SIM,,1082018,,Redução de base de cálculo prevista no item 28 do Anexo VI do RICMS/2017,Redução de base de cálculo,
